conference_year,session_id,display_session_id,title,date,date_label,start_time,end_time,location,tracks,speakers,speaker_affiliations,description,session_format,is_ai_related,has_visible_ai_signal,ai_context_group,source
2022,123513,123513.0,Q An Examination of the Relationship Between Learning Agility and Cognitive Ability,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 4,Untracked,,,"© , 9 The Thursday Room Position 4",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123552,123552.0,Q Authentic Leadership and Innovative Work Behaviors: The Role of Attachment to Leaders,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 13,Untracked,,,"© , 9 The Thursday Room Position 13",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124039,124039.0,Q Character and Trust in Political Leadership: The COVID-19 Pandemic,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 18,Untracked,,,"© , 9 The Thursday Room Position 18",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,121496,121496.0,Q Exploring One-on-One Meetings Between Managers and Direct Reports,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 11,Untracked,,,"© , 9 The Thursday Room Position 11",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123176,123176.0,Q Leader Communication Frequency and Employee Turnover,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 10,Untracked,,,"G , 9 The Thursday Room Position 10",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123808,123808.0,Q Leadership Development in East-Asian and South-Asian Business Majors,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 8,Untracked,,,"© , 9 The Thursday Room Position 8",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123497,123497.0,Q Not Just Toilet Paper: COVID-19 and the Hoarding of Leader-Member Exchange Resources,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 16,Untracked,,,"© , 9 The Thursday Room Position 16",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,121485,121485.0,Q Supervisor Undermining Persists Over Time: The Mediating Mechanisms,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 32,Untracked,,,"© , 9 The Thursday Room Position 32",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123436,123436.0,Q Supervisory Feedback Processing at Work: A Systematic Review and Meta- Analysis,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 33,Untracked,,,"© , 9 The Thursday Room Position 33 @ Leader Curiosity Displays and Team Performance: Do Female Leaders Have an Advantage? © , 9 The Thursday Room Position 34 Virtual Poster Topic Networking: Occupational Health/Safety/Stress & Strain/Aging © , 9 Networking Room A Virtual & Stream.. Join this synchronous, free-form networking session to discuss topics related to the Occupational Health/Safety/Stress & Strain/Aging poster sessions. Participate in the conversation on the employer's role in employees’ mental health (Top 10 Work Trend #9). Make connections with new people and/or catch-up with colleagues. Occupational Health & Safety Part I - Noon - Thursday T Speaker Keaton Fletcher Assistant Professor of Psychology Georgia Institute of Technology Virtual Poster Topic Networking: Inclusion/Diversity G , 9 Networking Room B Virtual & Stream.. Join this synchronous, free-form networking session to discuss topics related to the Inclusion/Diversity poster sessions. Participate in the conversation on creating effective diversity, equity, and inclusion interventions (Top 10 Work Trend #8). Make connections with new people and/or catch-up with colleagues. We'll discuss best practices, com",Poster,True,False,Org/development/training,2022 SIOP archived program OCR
2022,123584,123584.0,Q The Advantages of Leader Cognition and Contextual Alignment on Creativity,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 15,Untracked,,,"© , 9 The Thursday Room Position 15",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123723,123723.0,Q The Dark Side of Taking Voluntary Leave: Preferences for Male and Female Supervisors,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 20,Untracked,,,"© , 9 The Thursday Room Position 20",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123121,123121.0,Q The Influence of Transformational Leaders and Workplace Friends on Job Insecurity,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 7,Untracked,,,"© , 9 The Thursday Room Position 7",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123628,123628.0,Q ^ Meta-Analysis of Ethical Leadership and its Relationship With OCB Across 15 Years,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 1,Untracked,,,"G , 9 The Thursday Room Position 1",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123104,123104.0,The LARI Model: Decomposing Shared and Unique Perspectives in 360° Leadership Ratings,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 28,Untracked,,,"© , 9 The Thursday Room Position 28",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123496,123496.0,When Learning From Mistakes Promotes Leader Humility,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 9,Untracked,,,"G , 9 The Thursday Room Position 9",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123574,123574.0,Why Do Managers Abuse Certain Employees? PGO as Antecedents of Abusive Supervision,2022-04-20,Apr 20,10:30 AM,11:20 AM,The Thursday Room Position 26,Untracked,,,"© , 9 The Thursday Room Position 26",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123430,123430.0,A Lack of Personal Social Interaction and Its Costs: VSI as a Moderator,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 22,Untracked,,,"© , 9 The Thursday Room Position 22",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124323,124323.0,An Analysis of Racial Composition and Test Scores in Medical Residency Specialties,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 19,Untracked,,,"© , 9 The Friday Room Position 19",Poster,False,False,Selection/assessment/methods,2022 SIOP archived program OCR
2022,124128,124128.0,"Beyond Resource Depletion: Examining Sleepiness, Self-Regulation, and Goal Progress",2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 27,Untracked,,,"© , 9 The Thursday Room Position 27",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124367,124367.0,Beyond the Bamboo Ceiling: Intergroup Differences in Leadership Competencies,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 18,Untracked,,,"© , 9 The Friday Room Position 18",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124055,124055.0,"Burnout Among LGBTQ: Role of Concealment, Rumination, and Organizational Policies",2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 5,Untracked,,,"© , 9 The Thursday Room Position 5",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124283,124283.0,Clarifying Cultural Training: A Theoretical Operationalization and Narrative Review,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 15,Untracked,,,"© , 9 The Friday Room Position 15",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123407,123407.0,Cognitive-Emotional Process Underlying Behavioral Responses to Abusive Supervision,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 32,Untracked,,,"© , 9 The Thursday Room Position 32",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123425,123425.0,Combating COVID-Induced Stress at Work: The Role of Perceived Government Competence,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 26,Untracked,,,"© , 9 The Thursday Room Position 26",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123812,123812.0,Comparing Boundary Management Congruence in Heterosexual and LGB Employees,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 11,Untracked,,,"© , 9 The Friday Room Position 11",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124072,124072.0,"Considering Leadership, Trust, and Uncertainty Avoidance on Leader- Member Exchange.",2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 28,Untracked,,,"© , 9 The Friday Room Position 28",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123229,123229.0,Daily Investigation Into Effects of Selective Incivility Based on Age,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 34,Untracked,,,"© , 9 The Thursday Room Position 34",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123210,123210.0,Development of a Model of Leadership Behaviors That Impact Employee Demotivation,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 30,Untracked,,,"© , 9 The Friday Room Position 30",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124312,124312.0,"Development, Validity, and Nomological Network of the Morale Aging at Work Scale",2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 6,Untracked,,,"© , 9 The Thursday Room Position 6",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124292,124292.0,"Diversity, Equity, and Inclusion Policy Compliance and the Theory of Planned Behavior",2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 10,Untracked,,,"© , 9 The Friday Room Position 10",Poster,False,False,DEI/accessibility,2022 SIOP archived program OCR
2022,124153,124153.0,"Do We Even Belong?"" Results From Tracing Experiences of Women who Are New Graduates",2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 4,Untracked,,,"© , 9 The Friday Room Position 4",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124294,124294.0,Does Inclusion Mean the Same to Everyone? Measurement Invariance Across Races,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 16,Untracked,,,"© , 9 The Friday Room Position 16",Poster,False,False,Selection/assessment/methods,2022 SIOP archived program OCR
2022,124190,124190.0,Educating Medical Trainees on DEI: Best Practices From I-O Psychology,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 9,Untracked,,,"© , 9 The Friday Room Position 9",Poster,False,False,DEI/accessibility,2022 SIOP archived program OCR
2022,124091,124091.0,Effects of Daily Active and Passive Email Incivility on Employee Cyberloafing,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 31,Untracked,,,"© , 9 The Thursday Room Position 31",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124289,124289.0,Feeling the Pressure: Indirect Effects of Abusive Supervision on Anxiety,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 26,Untracked,,,"© , 9 The Friday Room Position 26",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124059,124059.0,How Follower ILTs Affect Endorsement of Leader Self-Serving Behavior,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 31,Untracked,,,"© , 9 The Friday Room Position 31",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123517,123517.0,How Stable Is Work-Family Conflict? Short-Term and Long-Term Meta- Analyses,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 1,Untracked,,,"© , 9 The Thursday Room Position 1",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124211,124211.0,Illegitimate Tasks and Turnover Intention: Intrinsic Motivation as a Vulnerability,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 13,Untracked,,,"© , 9 The Thursday Room Position 13",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123974,123974.0,Impression Formation in the Selection of Hispanic STEM Professionals,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 13,Untracked,,,"© , 9 The Friday Room Position 13",Poster,False,False,Selection/assessment/methods,2022 SIOP archived program OCR
2022,124169,124169.0,Lagged Effect of Potential Risk Reporting on Realized Risk Reporting,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 29,Untracked,,,"© , 9 The Thursday Room Position 29",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123986,123986.0,Moving the Needle: The Impact of Inclusive Leadership on Behaviors and Experiences,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 20,Untracked,,,"© , 9 The Friday Room Position 20",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124131,124131.0,Multilevel Interventions to Promote Mental Health in Healthcare: A European Project,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 17,Untracked,,,"© , 9 The Thursday Room Position 17",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123315,123315.0,"Nibbled to Death by Ducks"": Expanding the Content of the Faculty Stress Index",2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 30,Untracked,,,"© , 9 The Thursday Room Position 30",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,122981,122981.0,Organizational Identification and Police Officer Stress,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 23,Untracked,,,"© , 9 The Thursday Room Position 23",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123398,123398.0,Predicting Burnout From Supervisor-Subordinate Agreement About Resources,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 9,Untracked,,,"© , 9 The Thursday Room Position 9",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123384,123384.0,"Production Pressure, Cognitive Failures, and Injuries Under an Insecure Job Climate",2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 24,Untracked,,,"© , 9 The Thursday Room Position 24",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124306,124306.0,Q Adverse Childhood Events and PTSD Symptoms in Military Personnel,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 8,Untracked,,,"© , 9 The Thursday Room Position 8",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123181,123181.0,Q An Actor-Centric Approach to Daily Servant Leader Behaviors:,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 32,Untracked,,,"© , 9 The Friday Room Position 32",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124224,124224.0,Q An Intersectional Examination of Identity Management Among LGBP Employees,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 6,Untracked,,,"© , 9 The Friday Room Position 6",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123139,123139.0,Q Antisocial but Competent: Stereotypes of Nondrinkers in Workplace Settings,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 16,Untracked,,,"© , 9 The Thursday Room Position 16",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124140,124140.0,Q Are Masculinity/Femininity and Agency/Communion Scales Measuring the Same Thing?,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 17,Untracked,,,"© , 9 The Friday Room Position 17",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124074,124074.0,Q Attachment Styles and Implicit Leadership Theories,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 27,Untracked,,,"© , 9 The Friday Room Position 27",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124000,124000.0,"Q Autism Spectrum Characteristics, Job Demands, Resources, and Workplace Well-Being",2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 24,Untracked,,,"© , 9 The Friday Room Position 24",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123783,123783.0,Q Examining the Exhibition of Weight-Based Discrimination Through Promotion Speed,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 5,Untracked,,,"© , 9 The Friday Room Position 5",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124130,124130.0,Q Examining the Impact of Class- and Gender-Based Stereotypes on Evaluations Across Job,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 3,Untracked,,,"© , 9 The Friday Room Position 3",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124146,124146.0,Q Examining the Underlying Factors of Appointing Minorities to Precarious Leader Roles,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 21,Untracked,,,"© , 9 The Friday Room Position 21",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124232,124232.0,Q Exploring Unique Experiences and Traits Among Black and Female Leaders,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 2,Untracked,,,"© , 9 The Friday Room Position 2",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123999,123999.0,"Q Leader Humor, Job Insecurity, and Healthy Eating During COVID-19",2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 19,Untracked,,,"© , 9 The Thursday Room Position 19",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123249,123249.0,Q Parents? Work Injuries and Children's Later Leader Emergence,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 18,Untracked,,,"© , 9 The Thursday Room Position 18",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124144,124144.0,Q Representation Does Matter: Indirect Effects of Representation on Engagement,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 14,Untracked,,,"© , 9 The Friday Room Position 14",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123111,123111.0,Q Shared Recovery and Companionship Experiences on Employee Well-Being,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 25,Untracked,,,"© , 9 The Thursday Room Position 25",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123979,123979.0,Q Stress Bragging: Its Harmful-and Contagious-Consequences at Work,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 33,Untracked,,,"© , 9 The Thursday Room Position 33",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123304,123304.0,Q Talk Like a Man: How Resume Writing Can Impact Managerial Hiring Decisions for Women,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 1,Untracked,,,"© , 9 The Friday Room Position 1",Poster,False,False,Selection/assessment/methods,2022 SIOP archived program OCR
2022,124087,124087.0,Q Target Benefits of Confronting Workplace Sexism Versus Incivility: An Experiment,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 7,Untracked,,,"© , 9 The Friday Room Position 7",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124137,124137.0,Q The Effects of Psychological Safety on Cynicism and Job Insecurity Through Anxiety,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 15,Untracked,,,"© , 9 The Thursday Room Position 15",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123157,123157.0,Q The Impact of COVID-19 on Workplace Cognitive Failures and Downstream Outcomes,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 14,Untracked,,,"© , 9 The Thursday Room Position 14",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124311,124311.0,Q The Moderating Role of BMI on Perceived Health Climate-Insomnia Relationship,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 20,Untracked,,,"© , 9 The Thursday Room Position 20",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124302,124302.0,Q The Relationship Between Job Stressors and Sleep Quality: A Serial Mediation Model,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 21,Untracked,,,"© , 9 The Thursday Room Position 21",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124063,124063.0,Q The Role of Core Self-Evaluations in Work Stressor Appraisal,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 3,Untracked,,,"© , 9 The Thursday Room Position 3",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123982,123982.0,Q The Roles of Climate and Self-Efficacy on Counterproductive Behavior,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 8,Untracked,,,"© , 9 The Friday Room Position 8",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124249,124249.0,Q Witnessing Benevolent and Hostile Sexism: Impacts on Bystander Intervention,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 12,Untracked,,,"© , 9 The Friday Room Position 12",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123167,123167.0,Q ^ Qualitative Exploration of Workaholism in College Students in the United States,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 7,Untracked,,,"© , 9 The Thursday Room Position 7",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123261,123261.0,Recovery Experiences Associated With Job Control: A Meta-Analysis,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 11,Untracked,,,"© , 9 The Thursday Room Position 11",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123239,123239.0,Role Overload: Examining the Definition and Measurement of a Common Work Stressor,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 4,Untracked,,,"© , 9 The Thursday Room Position 4",Poster,False,False,Selection/assessment/methods,2022 SIOP archived program OCR
2022,124276,124276.0,Smart Drugs? Pharmacological Cognitive Enhancement: Perceptions and Attributions,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 22,Untracked,,,"© , 9 The Friday Room Position 22",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124212,124212.0,Take Your Ethics and Shove It! Narcissists’ Angry Responses to Ethical Leadership,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 33,Untracked,,,"© , 9 The Friday Room Position 33",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124173,124173.0,Variability in Workaholism and the Moderating Effects of Stressors on Spillover,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 10,Untracked,,,"© , 9 The Thursday Room Position 10",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,124277,124277.0,Women at Work: Do Organizational Value Discrepancies Matter?,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Friday Room Position 23,Untracked,,,"© , 9 The Friday Room Position 23",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,124270,124270.0,Work Technology and COVID-19: Demands and Resources,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 12,Untracked,,,"© , 9 The Thursday Room Position 12",Poster,True,True,Explicit tech/AI,2022 SIOP archived program OCR
2022,124119,124119.0,Workplace Meetings and Psychological Detachment From Work in the Evenings,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 2,Untracked,,,"© , 9 The Thursday Room Position 2",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123279,123279.0,Zooming the Day Away: Zoom Fatigue in a High-Use Sample,2022-04-20,Apr 20,12:00 PM,12:50 PM,The Thursday Room Position 28,Untracked,,,"© , 9 The Thursday Room Position 28",Poster,False,False,Other/special,2022 SIOP archived program OCR
2022,123119,123119.0,A Meta-Analytic Study of Unethical Pro-Organizational Behavior,2022-04-20,Apr 20,1:00 PM,1:50 PM,The Thursday Room Position 31,Untracked,,,"© , 9 The Thursday Room Position 31",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123877,123877.0,Assessing the At-Home Work Environment: Measure Development and Employee Correlates,2022-04-20,Apr 20,1:00 PM,1:50 PM,The Thursday Room Position 7,Untracked,,,"© , 9 The Thursday Room Position 7",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
2022,123844,123844.0,Beyond the Classroom: A Whole-Person Measure of Adult Online Learning Self-Efficacy,2022-04-20,Apr 20,1:00 PM,1:50 PM,The Friday Room Position 5,Untracked,,,"© , 9 The Friday Room Position 5",Poster,False,False,Org/development/training,2022 SIOP archived program OCR
